index,label,timestamp,object_ind,depth,yolo_cls,yolo_proba,pos_map_x,pos_map_y,pos_map_z,pos_cam_x,pos_cam_y,pos_cam_z,pos_img_x,pos_img_y,width_img,height_img
1581526206643830140_0,lemonaid,1581526206643830140,0,2376,bottle,0.2802834212779999,-4.8859949117220305,3.76895571790665,0.7600032867561459,-1.0402754064976405,0.13753045221592575,2.376,233,277,20,48
1581526206810914977_0,mate,1581526206810914977,0,1934,bottle,0.3108176589012146,-5.165841014663088,3.4784202117736935,0.9869729149914217,-1.3160028544295939,-0.0012524956539408034,1.934,99,236,25,67
1581526206810914977_1,mate,1581526206810914977,1,2458,bottle,0.21955318748950958,-5.076058826647239,3.9849367536497593,0.8277506177623909,-1.2034666807960628,0.05100836960693564,2.458,207,256,17,50
1581526206810914977_2,clutter,1581526206810914977,2,2853,bottle,0.30572646856307983,-4.732713069737236,4.384404348731378,0.7323729506141389,-0.842453193224663,0.06521504024337932,2.853,315,262,10,40
1581526206810914977_3,white_cup,1581526206810914977,3,1717,cup,0.3412012755870819,-4.863817656568463,3.25527280615392,0.9168916341596918,-1.0243514408879506,0.11611322494525093,1.717,139,290,36,33
1581526206810914977_4,lemonaid,1581526206810914977,4,2258,bottle,0.3481472432613373,-4.8896635971245255,3.7780375896592613,0.7769918937162047,-1.026592884146479,0.14504322364707742,2.258,225,281,18,47
1581526207010797603_1,clutter,1581526207010797603,1,2277,bottle,0.5712748169898987,-5.029329993333801,3.9304851455106338,0.739711950408575,-1.1435436709242996,0.17913722890750233,2.277,196,273,25,79
1581526207377104298_0,coke,1581526207377104298,0,2618,bottle,0.3097333312034607,-4.5764356102113455,4.556860708951758,0.7646026731247093,-0.5691060212674689,0.08181567696927279,2.618,352,269,21,35
1581526207377104298_1,white_cup,1581526207377104298,1,1334,cup,0.6013358235359192,-4.865595347022958,3.245046296627307,0.9081766156248947,-0.9704367553281558,0.20575729483214053,1.334,58,330,56,46
1581526207377104298_2,lemonaid,1581526207377104298,2,1897,bottle,0.5751054883003235,-4.9293384788264145,3.7758227894203573,0.7133242978338665,-0.9881193030501434,0.2862099231819927,1.897,183,312,30,79
1581526207711481431_0,clutter,1581526207711481431,0,2575,bottle,0.23312968015670776,-4.148795726348834,4.788500531279034,0.8404492801568229,-0.1424920924299551,0.013366681812024474,2.575,439,255,21,35
1581526207711481431_1,clutter,1581526207711481431,1,1915,bottle,0.3541276752948761,-5.122464554633499,4.027621327233533,0.8061897233645906,-1.1731308677443388,0.1875091016074775,1.915,137,289,23,67
1581526207711481431_2,fritz_red,1581526207711481431,2,2230,bottle,0.41012147068977356,-4.717211808000699,4.366112867923917,0.7281864898240022,-0.7424470661278305,0.20082372666109768,2.23,293,288,13,61
1581526207711481431_3,coke,1581526207711481431,3,2397,bottle,0.35936474800109863,-4.607299751384337,4.548684308217936,0.7408290473065228,-0.6184799004357348,0.15269923091684917,2.397,333,279,15,51
1581526207711481431_4,lemonaid,1581526207711481431,4,1932,bottle,0.3545818030834198,-5.1298249373411995,4.006740893957478,0.6277833172422678,-1.1821149384778633,0.36625277267288286,1.932,134,339,30,66
1581526207711481431_5,white_cup,1581526207711481431,5,1620,cup,0.2783653140068054,-4.574355866341475,3.7603241967196506,0.7672687073189242,-0.6478078917661934,0.2894723624500486,1.62,250,347,27,39
1581526208077974004_0,clutter,1581526208077974004,0,2374,bottle,0.337729811668396,-4.13297338345205,4.7987535097298455,0.8656840041746784,-0.1284179210033188,0.02994874991533651,2.374,442,251,17,51
1581526208077974004_1,clutter,1581526208077974004,1,2934,bottle,0.282535582780838,-3.7265576062496346,5.40830581434221,0.8796042719085254,0.3252611216219268,-0.10232708368139436,2.934,533,234,13,34
1581526208077974004_2,fritz_red,1581526208077974004,2,2013,bottle,0.3125963807106018,-4.742351596011518,4.356512034754065,0.7548623916049757,-0.771087096550245,0.21930579030546588,2.013,265,300,16,57
1581526208077974004_3,coke,1581526208077974004,3,2188,bottle,0.3671935200691223,-4.564744721066293,4.5503761496328945,0.7560698120105,-0.57860208430226,0.1811813232339196,2.188,327,291,19,47
1581526208077974004_4,fritz_red,1581526208077974004,4,1986,bottle,0.26376450061798096,-4.703690459797272,4.313095747943565,0.6658477790241406,-0.736007192445759,0.3159683942157903,1.986,269,329,21,53
1581526208077974004_5,white_cup,1581526208077974004,5,1407,cup,0.7051718831062317,-4.557650343619761,3.7522897882192696,0.7657893678152838,-0.6351028783893617,0.3358852355902739,1.407,218,377,35,44
1581526208077974004_7,mate,1581526208077974004,7,1639,bottle,0.4855193793773651,-5.075614377489025,3.948158089377647,0.7629727835180897,-1.1358188730866052,0.28985744417853837,1.639,84,317,42,97
1581526208077974004_9,lemonaid,1581526208077974004,9,1163,bottle,0.46017831563949585,-4.727035138449352,3.497076621889498,0.8058877997446348,-0.8242787772334229,0.3463414551396383,1.163,74,389,45,83
1581526208245753472_0,clutter,1581526208245753472,0,2838,bottle,0.3275753855705261,-3.712824461777047,5.401322696807682,0.8903832899705122,0.3475302171900752,-0.09310591673627888,2.838,539,234,14,36
1581526208245753472_1,fritz_red,1581526208245753472,1,1931,bottle,0.2765365242958069,-4.729685787747238,4.359958988478587,0.7648715643088309,-0.752237697153049,0.22636248097893574,1.931,260,304,18,58
1581526208245753472_2,coke,1581526208245753472,2,2087,bottle,0.2835608720779419,-4.546738344727079,4.536422890310747,0.7707804783469313,-0.5552780298241257,0.18743844896484774,2.087,325,295,22,47
1581526208245753472_3,white_cup,1581526208245753472,3,1412,cup,0.5442715883255005,-4.6329485190147786,3.829524863854663,0.7353377894646604,-0.6998501347842774,0.3659520468245547,1.412,193,387,38,46
1581526208245753472_5,mate,1581526208245753472,5,1383,bottle,0.4529944360256195,-4.925499227023923,3.7978893238862077,0.8415371133910519,-0.9940170236126475,0.2635320191678143,1.383,68,322,46,101
1581526208411464989_0,clutter,1581526208411464989,0,2755,bottle,0.37816712260246277,-3.708954438466888,5.39945244259041,0.9074140172506605,0.34634299042738126,-0.09301429345494773,2.755,541,233,13,37
1581526208411464989_1,coke,1581526208411464989,1,2499,bottle,0.24447688460350037,-4.764190799755442,4.991609305507454,0.6262310504225381,-0.7384992690718625,0.2483138997697153,2.499,310,298,20,51
1581526208411464989_2,fritz_red,1581526208411464989,2,1821,bottle,0.27058011293411255,-4.713878772330637,4.314963194014162,0.6945567648004443,-0.7432412342808119,0.32141094015984467,1.821,246,334,26,63
1581526208411464989_3,white_cup,1581526208411464989,3,1306,cup,0.4664878845214844,-4.611272233054809,3.8065743836613333,0.7480746267530594,-0.6822123257060935,0.3752803958864832,1.306,180,404,35,42
1581526208610875274_0,clutter,1581526208610875274,0,2139,bottle,0.23323538899421692,-4.127133362585313,4.818083973551246,0.9065709997640521,-0.12640650684081003,0.0377018489377554,2.139,438,254,19,51
1581526208610875274_1,coke,1581526208610875274,1,1899,bottle,0.5510224103927612,-4.571466297854179,4.506402848054579,0.7584476802511677,-0.5934450028785587,0.23967323888650577,1.899,299,306,24,64
1581526208610875274_2,black_cup,1581526208610875274,2,2108,cup,0.2207098752260208,-4.124800718822902,4.764078883825533,0.8005814853070281,-0.1282441227733502,0.1525556311381031,2.108,435,285,24,48
1581526208610875274_3,fritz_red,1581526208610875274,3,1734,bottle,0.5271867513656616,-4.720374440474043,4.316563490420279,0.714953886382111,-0.7565449477344051,0.3189053961122525,1.734,232,332,24,75
1581526208610875274_4,white_cup,1581526208610875274,4,1199,cup,0.7011213302612305,-4.59364576416808,3.7843833651793757,0.7452754671217937,-0.6712198215011401,0.4006969860926106,1.199,152,423,50,55
1581526209010927170_0,coke,1581526209010927170,0,1732,bottle,0.5304509997367859,-4.554516018529884,4.490464655971849,0.7326805745067878,-0.6015007676156504,0.3012107267514054,1.732,279,332,26,64
1581526209010927170_1,fritz_red,1581526209010927170,1,1551,bottle,0.4082268476486206,-4.714484341848665,4.281976860181533,0.6739098005110413,-0.7750038116632424,0.3994284595760052,1.551,196,371,27,76
1581526209010927170_2,white_cup,1581526209010927170,2,1102,cup,0.7089409232139587,-4.620241650404353,3.8373031399024695,0.7161452957340625,-0.7105961243311585,0.45091524687873935,1.102,100,459,62,64
1581526209176930370_0,clutter,1581526209176930370,0,1937,bottle,0.30433130264282227,-4.121628644887503,4.804371555534929,0.8576262189673213,-0.14373379207775497,0.13030449975165376,1.937,429,273,22,67
1581526209176930370_1,coke,1581526209176930370,1,1676,bottle,0.5473296642303467,-4.541786928272117,4.480805127776569,0.730324100913365,-0.5853714643397376,0.31542395299482984,1.676,276,333,30,77
1581526209176930370_3,fritz_red,1581526209176930370,3,1498,bottle,0.5824208855628967,-4.699707115274574,4.279102717125564,0.6908423207329148,-0.7569329606258325,0.3932963607116248,1.498,188,357,37,110
1581526209176930370_4,white_cup,1581526209176930370,4,1105,cup,0.5698710680007935,-4.671684728535782,3.879881655175348,0.6976441402285363,-0.7567344010340235,0.46919060150588127,1.105,78,465,63,68
1581526209310807610_0,clutter,1581526209310807610,0,2997,bottle,0.26916763186454773,-4.259619278183404,5.876127060107249,0.6741954213496079,-0.21017652524100872,0.09431554195922606,2.997,432,257,20,59
1581526209310807610_1,clutter,1581526209310807610,1,2982,bottle,0.44907039403915405,-3.6570402832831332,5.938664109610084,0.8471895442687652,0.3952700144492358,-0.0793185036574628,2.982,544,235,14,41
1581526209310807610_2,clutter,1581526209310807610,2,2660,bottle,0.2524366080760956,-3.616329847475704,5.62283626540133,0.9003331885385124,0.41426348632966836,-0.06575156909669701,2.66,558,239,12,35
1581526209310807610_3,clutter,1581526209310807610,3,2752,bottle,0.21179111301898956,-3.0693796857675393,5.744257903412313,0.8513340944217829,0.9682429205517802,-0.035069469216354725,2.752,658,247,24,32
1581526209310807610_4,coke,1581526209310807610,4,1635,bottle,0.5138652324676514,-4.535658875122284,4.473329897393654,0.7279175529834667,-0.5816034565281196,0.3265263103086266,1.635,272,340,31,75
1581526209310807610_6,fritz_red,1581526209310807610,6,1466,bottle,0.6254311800003052,-4.709554461074722,4.2814427910923145,0.6955749887248589,-0.7682275815027205,0.3952053742126295,1.466,179,360,35,111
1581526209310807610_7,white_cup,1581526209310807610,7,976,cup,0.6642863750457764,-4.5884651384621336,3.8032079774544556,0.7684695751959952,-0.6801621192965027,0.42400218183460137,0.976,76,476,54,57
1581526209544610488_0,currant,1581526209544610488,0,2992,bottle,0.382392019033432,-4.235003945803378,5.921117450382483,0.6716278835579547,-0.19382121689657508,0.09799352222698847,2.992,435,256,20,63
1581526209544610488_1,clutter,1581526209544610488,1,2929,bottle,0.47229883074760437,-3.6537877759282065,5.931629050079312,0.8488763625334564,0.38686169575327933,-0.06986983919580972,2.929,543,236,16,42
1581526209544610488_2,mate,1581526209544610488,2,2663,bottle,0.3496168851852417,-3.105564499002587,5.700223394617034,0.8751674056048633,0.919007955546023,-0.040665115650328494,2.663,656,242,20,39
1581526209544610488_3,clutter,1581526209544610488,3,1941,bottle,0.23098814487457275,-4.153430840891529,4.890385445435454,0.8625671203046237,-0.17893819706274128,0.12441179842187253,1.941,420,262,20,85
1581526209544610488_4,black_cup,1581526209544610488,4,1597,cup,0.3119850754737854,-4.054832445749912,4.532797015108532,0.8073214148844208,-0.10362292043889552,0.25338786636714605,1.597,430,336,30,39
1581526209544610488_5,fritz_red,1581526209544610488,5,1410,bottle,0.6810823678970337,-4.699470732159062,4.277249116686022,0.7015232336405686,-0.7634095675388888,0.400931365565665,1.41,167,367,40,113
1581526209544610488_6,coke,1581526209544610488,6,1553,bottle,0.4231607913970947,-4.526700337099713,4.4341147818060875,0.697945723970122,-0.5808757500056443,0.3744426824216016,1.553,255,353,46,94
1581526209710801430_0,currant,1581526209710801430,0,2966,bottle,0.38746556639671326,-4.2396481597291,5.923961493532597,0.6751853489180306,-0.19533326146343666,0.09983874878648996,2.966,433,256,22,64
1581526209710801430_1,clutter,1581526209710801430,1,2922,bottle,0.4397575557231903,-3.660505197602539,5.95217328306445,0.841996629045983,0.3844135648973879,-0.0613632864109453,2.922,544,238,14,41
1581526209710801430_2,fritz_lemon,1581526209710801430,2,2578,bottle,0.41966795921325684,-3.6365190747135774,5.61316894155169,0.8975591073884374,0.3861316445036461,-0.04563068148465898,2.578,554,241,14,38
1581526209710801430_3,clutter,1581526209710801430,3,2648,bottle,0.20643572509288788,-3.3431464931234762,5.700759797598138,0.8816111134875124,0.6846137872801572,-0.04408839590906012,2.648,611,245,17,32
1581526209710801430_4,mate,1581526209710801430,4,2797,bottle,0.338578999042511,-3.069185181954909,5.863466010412845,0.8442676492960235,0.9686490354006276,-0.03733385309191069,2.797,658,243,18,39
1581526209710801430_5,clutter,1581526209710801430,5,2009,bottle,0.26519230008125305,-4.174130979115751,4.983588857580076,0.84305610598544,-0.19158377446774885,0.13001701628925563,2.009,418,258,20,93
1581526209710801430_6,black_cup,1581526209710801430,6,1575,cup,0.3810722529888153,-4.053400581828441,4.541807337730625,0.8183618320237456,-0.10006484235658004,0.24674247341566388,1.575,431,335,29,39
1581526209710801430_7,fritz_red,1581526209710801430,7,1381,bottle,0.659334123134613,-4.720271489393768,4.273425995641542,0.695793652849044,-0.7830904175603369,0.4129001524507258,1.381,153,369,41,125
1581526209710801430_8,coke,1581526209710801430,8,1553,bottle,0.6015245914459229,-4.561552474371938,4.458961405574739,0.6908358255063429,-0.6125536296367371,0.38170883819113627,1.553,244,350,45,106
1581526209878752825_0,currant,1581526209878752825,0,2947,bottle,0.35052844882011414,-4.233809916786898,5.9292752158461965,0.6791715288889876,-0.1849280258167205,0.0997702182624794,2.947,436,257,20,62
1581526209878752825_1,clutter,1581526209878752825,1,2904,bottle,0.37020736932754517,-3.668751594742704,5.955726636829122,0.8333424219962862,0.3806332783961348,-0.04872442959384102,2.904,544,240,14,41
1581526209878752825_2,fritz_lemon,1581526209878752825,2,2541,bottle,0.4734768271446228,-3.6492090447676344,5.600531987341529,0.9057881679835587,0.37634743943738286,-0.04624088772492267,2.541,553,239,14,42
1581526209878752825_3,clutter,1581526209878752825,3,2869,bottle,0.22912387549877167,-3.3181638181574433,5.939806038661465,0.8163042525770643,0.7293680968776106,-0.0239337028424356,2.869,608,250,19,31
1581526209878752825_4,mate,1581526209878752825,4,2858,bottle,0.4075634777545929,-3.0613537080975504,5.950758542827993,0.839895802959543,0.9863352053371865,-0.045724902806312515,2.858,658,240,17,42
1581526209878752825_5,clutter,1581526209878752825,5,2480,bottle,0.322552353143692,-4.244225935521759,5.45821319854865,0.7169139131415962,-0.22686389722981057,0.15964331609960944,2.48,420,256,20,97
1581526209878752825_6,black_cup,1581526209878752825,6,1562,cup,0.36355096101760864,-4.055672573119767,4.552478516038638,0.8205538125175732,-0.09938349750524915,0.24724275675614657,1.562,431,336,28,39
1581526209878752825_7,fritz_red,1581526209878752825,7,1354,bottle,0.7061470150947571,-4.728915295726518,4.26813255491578,0.6969558839341503,-0.7901555068520986,0.4174040573002506,1.354,144,371,40,131
1581526209878752825_8,coke,1581526209878752825,8,1533,bottle,0.662230372428894,-4.561519490951044,4.461992229434932,0.693547262130358,-0.6101541951888559,0.3831538695166279,1.533,244,349,41,112
1581526210244689536_1,clutter,1581526210244689536,1,1994,bottle,0.6398525238037109,-4.127599783459259,5.036005821965644,0.843771814305224,-0.2648817391009866,0.13244762231052312,1.994,387,257,42,97
1581526210410679214_0,clutter,1581526210410679214,0,1773,bottle,0.27640658617019653,-4.139239871580695,4.879470950739152,0.8478227877444645,-0.5343996045650554,0.17489506377982975,1.773,294,277,45,92
1581526210576720125_0,clutter,1581526210576720125,0,1761,bottle,0.41651904582977295,-4.1413645133699415,5.011848502485867,0.8475271861514033,-0.8877707894306097,0.17772679695437202,1.761,175,273,65,103
1581526210778670549_0,clutter,1581526210778670549,0,1573,bottle,0.26400238275527954,-4.1372447503708045,5.025419264073698,0.8750045067435952,-1.1846064284141964,0.1892765440363037,1.573,30,280,85,110
1581526215610658562_0,clutter,1581526215610658562,0,1484,bottle,0.398151159286499,-5.416056722103058,2.698829483929155,0.9175797534085725,0.881309817352629,0.16452706251552163,1.484,782,303,37,53
1581526215743661908_0,lemonaid,1581526215743661908,0,1604,bottle,0.27036646008491516,-5.443827494561604,2.674687265550191,0.9074245197862284,0.7206581915878356,0.1496091319170072,1.604,707,296,31,48
1581526215743661908_1,clutter,1581526215743661908,1,1517,bottle,0.42512190341949463,-5.460692603967709,2.844502123920314,0.8813827019625398,0.8628194797146276,0.19456313587925858,1.517,769,307,36,64
1581526215743661908_2,black_cup,1581526215743661908,2,1285,cup,0.26094189286231995,-5.028525278849463,2.6917101929557785,0.8773822162843767,0.4710318605648748,0.24755781895559117,1.285,662,357,32,34
1581526215943720106_0,lemonaid,1581526215943720106,0,1550,bottle,0.33330562710762024,-5.348020877324727,2.8621118470764237,0.9030928474648553,0.5278781805251395,0.16541936084708644,1.55,651,299,26,57
1581526215943720106_1,currant,1581526215943720106,1,1339,bottle,0.767661452293396,-5.250331848270026,3.116275520945623,0.9575189797442714,0.7080429939268055,0.15427649769715304,1.339,742,278,47,108
1581526215943720106_3,white_cup,1581526215943720106,3,831,cup,0.7421987056732178,-4.689442519714149,3.1893145824811846,0.9010163489797516,0.5133884154381053,0.3191087935452554,0.831,772,433,83,89
1581526216245597751_0,lemonaid,1581526216245597751,0,1650,bottle,0.25342175364494324,-5.3578426576008145,2.85468830428833,0.9042153678744034,0.09829044374957667,0.14319187851353485,1.65,500,293,24,48
1581526216245597751_1,lemonaid,1581526216245597751,1,2966,bottle,0.366435706615448,-6.695358895782393,4.282490968378383,-0.5515760216971966,1.7566175680130043,1.353561183256948,2.966,773,492,54,47
1581526216245597751_5,currant,1581526216245597751,5,1512,bottle,0.5809276103973389,-5.270923671265167,3.093075847740173,0.9511826579843266,0.3155182462240083,0.12428317070417448,1.512,574,262,37,104
1581526216245597751_6,mate,1581526216245597751,6,1234,bottle,0.29414427280426025,-5.029167699107809,3.3608955153743474,0.9292224328123353,0.5318585133091007,0.20532923644819723,1.234,685,307,55,105
1581526216245597751_7,white_cup,1581526216245597751,7,1010,cup,0.7310485243797302,-4.748897153499079,3.1770722762057737,0.8781101297109265,0.29757740387871673,0.30478471033797666,1.01,606,400,66,66
1581526216376644693_0,lemonaid,1581526216376644693,0,1767,bottle,0.21097683906555176,-5.45085316019939,2.6315638235927805,0.8630445374545319,-0.29527336751856953,0.16060359661797574,1.767,377,301,25,36
1581526216376644693_1,lemonaid,1581526216376644693,1,1718,bottle,0.4281458854675293,-5.42286225613751,2.803859056321036,0.9056403227120904,-0.1256263015600659,0.1274010083986183,1.718,427,286,26,47
1581526216376644693_2,clutter,1581526216376644693,2,1580,bottle,0.5256989598274231,-5.309223022371804,3.064600468491044,0.9424895559223827,0.12565125414851105,0.11883272639017452,1.58,509,273,28,75
1581526216376644693_3,mate,1581526216376644693,3,1337,bottle,0.4836138188838959,-5.072950058820383,3.3562814389563216,0.8971073176955253,0.3983902605377825,0.21643745874065878,1.337,623,323,36,69
1581526216376644693_4,white_cup,1581526216376644693,4,1116,cup,0.5674238801002502,-4.820938219646392,3.1499444573819173,0.8514685503788274,0.17336776420653377,0.3096666938342402,1.116,536,387,56,66
1581526216376644693_8,mate,1581526216376644693,8,1103,bottle,0.6536583304405212,-4.835000212917031,3.673000250637598,0.7910696193404624,0.6959652836791366,0.37413347617004944,1.103,793,377,56,152
1581526216376644693_9,lemonaid,1581526216376644693,9,924,bottle,0.6473509073257446,-4.633474712156156,3.403085160604625,0.8036933881454221,0.4114158345562504,0.39896599169168945,0.924,695,464,51,75
1581526216510682013_0,lemonaid,1581526216510682013,0,1740,bottle,0.2723669707775116,-5.469660841495598,2.643684168768063,0.8888191039864533,-0.45456257647935333,0.1399542501072404,1.74,327,293,23,41
1581526216510682013_1,lemonaid,1581526216510682013,1,1665,bottle,0.46824911236763,-5.394647351384021,2.8231714798852137,0.9215600201112086,-0.272963692908586,0.12230399160138171,1.665,379,284,24,51
1581526216510682013_10,lemonaid,1581526216510682013,10,965,bottle,0.6596823930740356,-4.632690269357812,3.4027741494471235,0.7823622563767262,0.32861656356534896,0.41212300730363716,0.965,640,457,47,82
1581526216510682013_2,currant,1581526216510682013,2,1597,bottle,0.6017933487892151,-5.323339587092928,3.06478922740253,0.9465329234191671,-0.029368892375770436,0.11111684645429301,1.597,457,269,26,77
1581526216510682013_3,mate,1581526216510682013,3,1377,cup,0.4134021997451782,-5.076951278447037,3.3549546065316647,0.8849345117268744,0.2678595003725194,0.22044567499379134,1.377,567,328,36,57
1581526216510682013_4,white_cup,1581526216510682013,4,1139,cup,0.4752325415611267,-4.832904080834737,3.1537892758964294,0.8537196947518773,0.0738979383875556,0.302517607974172,1.139,488,382,53,63
1581526216510682013_7,mate,1581526216510682013,7,1348,bottle,0.42821845412254333,-5.065393866998974,3.3611448201620706,0.9715813323417817,0.2743841780868309,0.13800786444810695,1.348,569,275,42,101
1581526216510682013_9,mate,1581526216510682013,9,1178,bottle,0.7435773611068726,-4.8465914912172146,3.6749364633769437,0.8016563250488596,0.5944241776352922,0.3475038830063441,1.178,728,362,49,135
1581526216677130491_0,lemonaid,1581526216677130491,0,1699,bottle,0.3673468828201294,-5.478495905115271,2.637521074766065,0.9074858064778877,-0.6011611136071162,0.12952022108459577,1.699,277,285,23,52
1581526216677130491_1,lemonaid,1581526216677130491,1,1648,bottle,0.49994802474975586,-5.408980097397815,2.8183245368937477,0.9272515464568406,-0.4134838994875037,0.12007102973381797,1.648,332,280,24,58
1581526216677130491_10,mate,1581526216677130491,10,1376,bottle,0.4910881817340851,-5.0728181665983465,3.3573468296416835,0.9603469173828123,0.16106652699072088,0.14358670128462736,1.376,524,275,38,102
1581526216677130491_13,mate,1581526216677130491,13,1248,bottle,0.7299801111221313,-4.865675516533381,3.6881732304821324,0.7879992665614309,0.5137943277718827,0.34670488429322915,1.248,684,356,37,128
1581526216677130491_14,lemonaid,1581526216677130491,14,1000,bottle,0.7004210948944092,-4.641579852035331,3.3989960319073913,0.77451369648777,0.25272706748244644,0.41276595624590795,1.0,593,443,47,96
1581526216677130491_2,currant,1581526216677130491,2,1574,bottle,0.5857968926429749,-5.307932475158956,3.0768286626221837,0.9529523737470945,-0.14495872632244372,0.10940478021357777,1.574,416,267,28,80
1581526216677130491_3,black_cup,1581526216677130491,3,1324,cup,0.20972707867622375,-5.088879797538594,2.646848897371787,0.8950207341432688,-0.5464557936920055,0.22131033797665547,1.324,238,340,37,40
1581526216677130491_4,white_cup,1581526216677130491,4,1134,cup,0.5885857939720154,-4.826955584274641,3.1599324422633637,0.8659901689732866,-0.006325481340166617,0.2910314748380105,1.134,450,376,54,65
1581526217010706025_0,lemonaid,1581526217010706025,0,1616,bottle,0.47434762120246887,-5.490188591637521,2.6405551556691744,0.9377530316627942,-0.7987170207481995,0.11608444223692232,1.616,199,284,27,49
1581526217010706025_1,lemonaid,1581526217010706025,1,1583,bottle,0.5482844114303589,-5.409823437533873,2.8233749695674097,0.9392178416002304,-0.6018287733953446,0.1215439358363624,1.583,263,284,22,55
1581526217010706025_10,lemonaid,1581526217010706025,10,1033,bottle,0.735532283782959,-4.652863748152727,3.397572903412194,0.7863659626818139,0.13944567121215543,0.39369671138780393,1.033,528,423,50,106
1581526217010706025_11,fritz_red,1581526217010706025,11,1338,bottle,0.7884210348129272,-4.735561748110493,4.219893754915864,0.6383260986380849,0.9168597195945183,0.4806952213668074,1.338,830,405,40,118
1581526217010706025_12,white_cup,1581526217010706025,12,1132,cup,0.6775456070899963,-4.633155788323821,3.785391041143204,0.6638278537961585,0.5203846910347006,0.4980584042625245,1.132,700,474,57,65
1581526217010706025_2,currant,1581526217010706025,2,1561,bottle,0.5752806663513184,-5.3262828547556555,3.0761075716715705,0.9535227895197315,-0.33635976401462986,0.11156226610299595,1.561,350,269,26,79
1581526217010706025_3,mate,1581526217010706025,3,1471,bottle,0.41833391785621643,-5.156447644337995,3.3590472949678247,0.9353614922483862,-0.020575003499424288,0.14909496466710317,1.471,458,288,29,73
1581526217010706025_4,black_cup,1581526217010706025,4,1224,cup,0.405465692281723,-5.065064742233812,2.6639828688393123,0.9092914961965708,-0.6724496633779604,0.22780623303908068,1.224,163,349,39,42
1581526217010706025_5,white_cup,1581526217010706025,5,1148,cup,0.6122937202453613,-4.851393612796021,3.154777946452432,0.861731961811725,-0.14439230284695098,0.2924320256022396,1.148,385,374,54,67
1581526217010706025_9,mate,1581526217010706025,9,1379,bottle,0.691601037979126,-4.93392014656789,3.70509596006459,0.7573809051817351,0.3692521335199693,0.3503809763393764,1.379,603,348,43,118
1581526217112119489_0,lemonaid,1581526217112119489,0,1583,bottle,0.5122861862182617,-5.490211519972817,2.6476485166287294,0.9397445005702174,-0.8548317492888265,0.1210057022554354,1.583,175,282,26,58
1581526217112119489_1,lemonaid,1581526217112119489,1,2472,bottle,0.3836021423339844,-6.368789450184654,2.685155204187417,0.6758837625616771,-1.068937757884993,0.2032616273451787,2.472,233,289,26,50
