index,object_class,object_name,x,y,z,ambiguous,overlaps
161,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
162,Wine_White,Wine_White,2.258185625076294,0.009076178073883057,1.63780677318573,0,0
163,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
164,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
165,Wine_White,Wine_White,2.258185625076294,0.009076178073883057,1.63780677318573,0,0
166,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
167,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
168,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
169,Wine_White,Wine_White,2.258185625076294,0.009076178073883057,1.63780677318573,0,0
170,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
171,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
172,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
173,Wine_White,Wine_White,2.258185625076294,0.009076178073883057,1.63780677318573,0,0
174,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
175,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
176,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
177,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
178,Wine_White,Wine_White,2.258185625076294,0.009076178073883057,1.63780677318573,0,0
179,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
180,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
181,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
182,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
183,Wine_White,Wine_White,2.258185625076294,0.009076178073883057,1.63780677318573,0,0
184,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
185,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
186,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
187,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
188,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
189,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
190,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
191,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
192,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
193,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
194,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
195,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
196,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
197,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
198,VitaBuzz_Zero,VitaBuzz_Zero,3.0107016563415527,0.009076178073883057,1.8303897380828857,0,0
199,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
200,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
201,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
202,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
203,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
204,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
205,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
206,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
207,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
208,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
209,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
210,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
211,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
212,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
213,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
214,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
215,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
216,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
217,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
218,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
219,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
220,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
221,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
222,Pepsi,Pepsi.001,4.1947503089904785,0.029334723949432373,1.6367193460464478,0,0
223,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
224,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
225,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
226,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
227,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
228,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
229,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
230,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
231,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
232,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
233,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
234,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
235,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
236,RedBull,RedBull.001,4.668011665344238,0.029334723949432373,1.8303897380828857,0,0
237,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
238,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
239,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
240,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
241,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
242,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
243,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
244,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
245,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
246,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
247,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
248,Water_Lemon,Water_Lemon.001,5.199194431304932,0.02933448553085327,1.9649845361709595,0,0
249,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
250,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
251,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
252,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
253,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
254,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
255,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
256,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
257,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
258,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
259,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
260,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
261,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
262,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
263,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
264,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
265,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
266,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
267,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
268,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
269,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
270,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
271,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
272,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
273,MakoEnergy,MakoEnergy.001,6.2831807136535645,0.029334723949432373,1.8303897380828857,0,0
274,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
275,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
276,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
277,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
278,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
279,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
280,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
281,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
282,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
283,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
284,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
285,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
286,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
287,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
288,Wine_Red,Wine_Red.001,6.86668062210083,0.029334723949432373,1.63780677318573,0,0
